FIPS Code,Geography,Year,Program Type,Population
36083,Rensselaer County,2008,Intercensal Population Estimate,159011
36085,Richmond County,2008,Intercensal Population Estimate,463701
36087,Rockland County,2008,Intercensal Population Estimate,305413
36089,St. Lawrence County,2008,Intercensal Population Estimate,111684
36091,Saratoga County,2008,Intercensal Population Estimate,217282
36093,Schenectady County,2008,Intercensal Population Estimate,153360
36095,Schoharie County,2008,Intercensal Population Estimate,32890
36097,Schuyler County,2008,Intercensal Population Estimate,18644
36099,Seneca County,2008,Intercensal Population Estimate,35370
36101,Steuben County,2008,Intercensal Population Estimate,98726
36103,Suffolk County,2008,Intercensal Population Estimate,1480218
36105,Sullivan County,2008,Intercensal Population Estimate,77755
36107,Tioga County,2008,Intercensal Population Estimate,51498
36109,Tompkins County,2008,Intercensal Population Estimate,100383
36111,Ulster County,2008,Intercensal Population Estimate,183174
36113,Warren County,2008,Intercensal Population Estimate,65848
36115,Washington County,2008,Intercensal Population Estimate,63252
36117,Wayne County,2008,Intercensal Population Estimate,93739
36119,Westchester County,2008,Intercensal Population Estimate,937449
36121,Wyoming County,2008,Intercensal Population Estimate,42281
36123,Yates County,2008,Intercensal Population Estimate,25352
36000,New York State,2007,Intercensal Population Estimate,19132335
36001,Albany County,2007,Intercensal Population Estimate,303858
36003,Allegany County,2007,Intercensal Population Estimate,49079
36005,Bronx County,2007,Intercensal Population Estimate,1354056
36007,Broome County,2007,Intercensal Population Estimate,200877
36009,Cattaraugus County,2007,Intercensal Population Estimate,81056
36011,Cayuga County,2007,Intercensal Population Estimate,80629
36013,Chautauqua County,2007,Intercensal Population Estimate,135481
36015,Chemung County,2007,Intercensal Population Estimate,88634
36017,Chenango County,2007,Intercensal Population Estimate,51463
36019,Clinton County,2007,Intercensal Population Estimate,82556
36021,Columbia County,2007,Intercensal Population Estimate,63430
36023,Cortland County,2007,Intercensal Population Estimate,49624
36025,Delaware County,2007,Intercensal Population Estimate,48450
36027,Dutchess County,2007,Intercensal Population Estimate,295319
36029,Erie County,2007,Intercensal Population Estimate,921887
36031,Essex County,2007,Intercensal Population Estimate,39373
36033,Franklin County,2007,Intercensal Population Estimate,51782
36035,Fulton County,2007,Intercensal Population Estimate,55489
36037,Genesee County,2007,Intercensal Population Estimate,59930
36039,Greene County,2007,Intercensal Population Estimate,49537
36041,Hamilton County,2007,Intercensal Population Estimate,4969
36043,Herkimer County,2007,Intercensal Population Estimate,64343
36045,Jefferson County,2007,Intercensal Population Estimate,115059
36047,Kings County,2007,Intercensal Population Estimate,2441324
36049,Lewis County,2007,Intercensal Population Estimate,27086
36051,Livingston County,2007,Intercensal Population Estimate,65460
36053,Madison County,2007,Intercensal Population Estimate,72709
36055,Monroe County,2007,Intercensal Population Estimate,739249
36057,Montgomery County,2007,Intercensal Population Estimate,49798
36059,Nassau County,2007,Intercensal Population Estimate,1322048
36061,New York County,2007,Intercensal Population Estimate,1581402
36063,Niagara County,2007,Intercensal Population Estimate,215791
36065,Oneida County,2007,Intercensal Population Estimate,234488
36067,Onondaga County,2007,Intercensal Population Estimate,461287
36069,Ontario County,2007,Intercensal Population Estimate,105216
36071,Orange County,2007,Intercensal Population Estimate,368464
36073,Orleans County,2007,Intercensal Population Estimate,43342
36075,Oswego County,2007,Intercensal Population Estimate,122213
36077,Otsego County,2007,Intercensal Population Estimate,62914
36079,Putnam County,2007,Intercensal Population Estimate,99454
36081,Queens County,2007,Intercensal Population Estimate,2177351
36083,Rensselaer County,2007,Intercensal Population Estimate,158243
36085,Richmond County,2007,Intercensal Population Estimate,459642
36087,Rockland County,2007,Intercensal Population Estimate,301668
36089,St. Lawrence County,2007,Intercensal Population Estimate,111586
36091,Saratoga County,2007,Intercensal Population Estimate,215798
36093,Schenectady County,2007,Intercensal Population Estimate,152275
36095,Schoharie County,2007,Intercensal Population Estimate,32894
36097,Schuyler County,2007,Intercensal Population Estimate,18707
36099,Seneca County,2007,Intercensal Population Estimate,35469
36101,Steuben County,2007,Intercensal Population Estimate,98541
36103,Suffolk County,2007,Intercensal Population Estimate,1475255
36105,Sullivan County,2007,Intercensal Population Estimate,77991
36107,Tioga County,2007,Intercensal Population Estimate,51565
36109,Tompkins County,2007,Intercensal Population Estimate,99910
36111,Ulster County,2007,Intercensal Population Estimate,182818
36113,Warren County,2007,Intercensal Population Estimate,65740
36115,Washington County,2007,Intercensal Population Estimate,63054
36117,Wayne County,2007,Intercensal Population Estimate,93539
36119,Westchester County,2007,Intercensal Population Estimate,933414
36121,Wyoming County,2007,Intercensal Population Estimate,42515
36123,Yates County,2007,Intercensal Population Estimate,25234
36000,New York State,2006,Intercensal Population Estimate,19104631
36001,Albany County,2006,Intercensal Population Estimate,303997
36003,Allegany County,2006,Intercensal Population Estimate,49359
36005,Bronx County,2006,Intercensal Population Estimate,1348164
36007,Broome County,2006,Intercensal Population Estimate,200905
36009,Cattaraugus County,2006,Intercensal Population Estimate,81342
36011,Cayuga County,2006,Intercensal Population Estimate,80892
36013,Chautauqua County,2006,Intercensal Population Estimate,135640
36015,Chemung County,2006,Intercensal Population Estimate,88732
36017,Chenango County,2006,Intercensal Population Estimate,51391
36019,Clinton County,2006,Intercensal Population Estimate,82547
36021,Columbia County,2006,Intercensal Population Estimate,63427
36023,Cortland County,2006,Intercensal Population Estimate,49449
36025,Delaware County,2006,Intercensal Population Estimate,48271
36027,Dutchess County,2006,Intercensal Population Estimate,294712
36029,Erie County,2006,Intercensal Population Estimate,925564
36031,Essex County,2006,Intercensal Population Estimate,39490
36033,Franklin County,2006,Intercensal Population Estimate,51511
36035,Fulton County,2006,Intercensal Population Estimate,55328
36037,Genesee County,2006,Intercensal Population Estimate,59919
36039,Greene County,2006,Intercensal Population Estimate,49513
36041,Hamilton County,2006,Intercensal Population Estimate,4987
36043,Herkimer County,2006,Intercensal Population Estimate,64029
36045,Jefferson County,2006,Intercensal Population Estimate,113650
36047,Kings County,2006,Intercensal Population Estimate,2436132
36049,Lewis County,2006,Intercensal Population Estimate,27001
36051,Livingston County,2006,Intercensal Population Estimate,65357
36053,Madison County,2006,Intercensal Population Estimate,72042
36055,Monroe County,2006,Intercensal Population Estimate,738329
36057,Montgomery County,2006,Intercensal Population Estimate,49724
36059,Nassau County,2006,Intercensal Population Estimate,1324905
36061,New York County,2006,Intercensal Population Estimate,1578171
36063,Niagara County,2006,Intercensal Population Estimate,216148
36065,Oneida County,2006,Intercensal Population Estimate,234229
36067,Onondaga County,2006,Intercensal Population Estimate,460925
36069,Ontario County,2006,Intercensal Population Estimate,104644
36071,Orange County,2006,Intercensal Population Estimate,366908
36073,Orleans County,2006,Intercensal Population Estimate,43420
36075,Oswego County,2006,Intercensal Population Estimate,122354
36077,Otsego County,2006,Intercensal Population Estimate,63032
36079,Putnam County,2006,Intercensal Population Estimate,99357
36081,Queens County,2006,Intercensal Population Estimate,2173862
36083,Rensselaer County,2006,Intercensal Population Estimate,157312
36085,Richmond County,2006,Intercensal Population Estimate,457577
36087,Rockland County,2006,Intercensal Population Estimate,299390
36089,St. Lawrence County,2006,Intercensal Population Estimate,111556
36091,Saratoga County,2006,Intercensal Population Estimate,214627
36093,Schenectady County,2006,Intercensal Population Estimate,151768
36095,Schoharie County,2006,Intercensal Population Estimate,32661
36097,Schuyler County,2006,Intercensal Population Estimate,18752
36099,Seneca County,2006,Intercensal Population Estimate,35223
36101,Steuben County,2006,Intercensal Population Estimate,98473
36103,Suffolk County,2006,Intercensal Population Estimate,1475626
36105,Sullivan County,2006,Intercensal Population Estimate,77231
36107,Tioga County,2006,Intercensal Population Estimate,51536
36109,Tompkins County,2006,Intercensal Population Estimate,99651
36111,Ulster County,2006,Intercensal Population Estimate,182845
36113,Warren County,2006,Intercensal Population Estimate,65554
36115,Washington County,2006,Intercensal Population Estimate,62771
36117,Wayne County,2006,Intercensal Population Estimate,93595
36119,Westchester County,2006,Intercensal Population Estimate,931426
36121,Wyoming County,2006,Intercensal Population Estimate,42673
36123,Yates County,2006,Intercensal Population Estimate,25025
36000,New York State,2005,Intercensal Population Estimate,19132610
36001,Albany County,2005,Intercensal Population Estimate,302791
36003,Allegany County,2005,Intercensal Population Estimate,49768
36005,Bronx County,2005,Intercensal Population Estimate,1351736
36007,Broome County,2005,Intercensal Population Estimate,200477
36009,Cattaraugus County,2005,Intercensal Population Estimate,82039
36011,Cayuga County,2005,Intercensal Population Estimate,81104
36013,Chautauqua County,2005,Intercensal Population Estimate,136139
36015,Chemung County,2005,Intercensal Population Estimate,88860
36017,Chenango County,2005,Intercensal Population Estimate,51154
36019,Clinton County,2005,Intercensal Population Estimate,82233
36021,Columbia County,2005,Intercensal Population Estimate,63717
36023,Cortland County,2005,Intercensal Population Estimate,49330
36025,Delaware County,2005,Intercensal Population Estimate,48377
36027,Dutchess County,2005,Intercensal Population Estimate,294362
36029,Erie County,2005,Intercensal Population Estimate,931745
36031,Essex County,2005,Intercensal Population Estimate,39321
36033,Franklin County,2005,Intercensal Population Estimate,51257
36035,Fulton County,2005,Intercensal Population Estimate,55301
36037,Genesee County,2005,Intercensal Population Estimate,60068
36039,Greene County,2005,Intercensal Population Estimate,49142
36041,Hamilton County,2005,Intercensal Population Estimate,5093
36043,Herkimer County,2005,Intercensal Population Estimate,64292
36045,Jefferson County,2005,Intercensal Population Estimate,113486
36047,Kings County,2005,Intercensal Population Estimate,2445809
36049,Lewis County,2005,Intercensal Population Estimate,26773
36051,Livingston County,2005,Intercensal Population Estimate,65322
36053,Madison County,2005,Intercensal Population Estimate,71471
36055,Monroe County,2005,Intercensal Population Estimate,738506
36057,Montgomery County,2005,Intercensal Population Estimate,49505
36059,Nassau County,2005,Intercensal Population Estimate,1332318
36061,New York County,2005,Intercensal Population Estimate,1573573
36063,Niagara County,2005,Intercensal Population Estimate,216818
36065,Oneida County,2005,Intercensal Population Estimate,234282
36067,Onondaga County,2005,Intercensal Population Estimate,460910
36069,Ontario County,2005,Intercensal Population Estimate,104259
36071,Orange County,2005,Intercensal Population Estimate,364522
36073,Orleans County,2005,Intercensal Population Estimate,43475
36075,Oswego County,2005,Intercensal Population Estimate,122640
36077,Otsego County,2005,Intercensal Population Estimate,63069
36079,Putnam County,2005,Intercensal Population Estimate,99575
36081,Queens County,2005,Intercensal Population Estimate,2185222
36083,Rensselaer County,2005,Intercensal Population Estimate,156104
36085,Richmond County,2005,Intercensal Population Estimate,457028
36087,Rockland County,2005,Intercensal Population Estimate,298737
36089,St. Lawrence County,2005,Intercensal Population Estimate,111606
36091,Saratoga County,2005,Intercensal Population Estimate,212975
36093,Schenectady County,2005,Intercensal Population Estimate,150200
36095,Schoharie County,2005,Intercensal Population Estimate,32534
36097,Schuyler County,2005,Intercensal Population Estimate,18880
36099,Seneca County,2005,Intercensal Population Estimate,35177
36101,Steuben County,2005,Intercensal Population Estimate,98868
36103,Suffolk County,2005,Intercensal Population Estimate,1477687
36105,Sullivan County,2005,Intercensal Population Estimate,76780
36107,Tioga County,2005,Intercensal Population Estimate,51611
36109,Tompkins County,2005,Intercensal Population Estimate,99433
36111,Ulster County,2005,Intercensal Population Estimate,182438
36113,Warren County,2005,Intercensal Population Estimate,65206
36115,Washington County,2005,Intercensal Population Estimate,62468
36117,Wayne County,2005,Intercensal Population Estimate,93727
36119,Westchester County,2005,Intercensal Population Estimate,933401
36121,Wyoming County,2005,Intercensal Population Estimate,42780
36123,Yates County,2005,Intercensal Population Estimate,25129
36000,New York State,2004,Intercensal Population Estimate,19171567
36001,Albany County,2004,Intercensal Population Estimate,302173
36003,Allegany County,2004,Intercensal Population Estimate,50311
36005,Bronx County,2004,Intercensal Population Estimate,1358963
36007,Broome County,2004,Intercensal Population Estimate,200974
36009,Cattaraugus County,2004,Intercensal Population Estimate,82864
36011,Cayuga County,2004,Intercensal Population Estimate,81284
36013,Chautauqua County,2004,Intercensal Population Estimate,137174
36015,Chemung County,2004,Intercensal Population Estimate,89777
36017,Chenango County,2004,Intercensal Population Estimate,51297
36019,Clinton County,2004,Intercensal Population Estimate,81803
36021,Columbia County,2004,Intercensal Population Estimate,63646
36023,Cortland County,2004,Intercensal Population Estimate,49628
36025,Delaware County,2004,Intercensal Population Estimate,48283
36027,Dutchess County,2004,Intercensal Population Estimate,292859
36029,Erie County,2004,Intercensal Population Estimate,938333
36031,Essex County,2004,Intercensal Population Estimate,39295
36033,Franklin County,2004,Intercensal Population Estimate,51197
36035,Fulton County,2004,Intercensal Population Estimate,55233
36037,Genesee County,2004,Intercensal Population Estimate,60224
36039,Greene County,2004,Intercensal Population Estimate,48755
36041,Hamilton County,2004,Intercensal Population Estimate,5158
36043,Herkimer County,2004,Intercensal Population Estimate,64332
36045,Jefferson County,2004,Intercensal Population Estimate,109924
36047,Kings County,2004,Intercensal Population Estimate,2459094
36049,Lewis County,2004,Intercensal Population Estimate,26661
36051,Livingston County,2004,Intercensal Population Estimate,65484
36053,Madison County,2004,Intercensal Population Estimate,71397
36055,Monroe County,2004,Intercensal Population Estimate,741075
36057,Montgomery County,2004,Intercensal Population Estimate,49460
36059,Nassau County,2004,Intercensal Population Estimate,1337964
36061,New York County,2004,Intercensal Population Estimate,1569947
36063,Niagara County,2004,Intercensal Population Estimate,217737
36065,Oneida County,2004,Intercensal Population Estimate,234654
36067,Onondaga County,2004,Intercensal Population Estimate,461412
36069,Ontario County,2004,Intercensal Population Estimate,103385
36071,Orange County,2004,Intercensal Population Estimate,362934
36073,Orleans County,2004,Intercensal Population Estimate,43682
36075,Oswego County,2004,Intercensal Population Estimate,123340
36077,Otsego County,2004,Intercensal Population Estimate,62934
36079,Putnam County,2004,Intercensal Population Estimate,99468
36081,Queens County,2004,Intercensal Population Estimate,2198516
36083,Rensselaer County,2004,Intercensal Population Estimate,155523
36085,Richmond County,2004,Intercensal Population Estimate,456846
36087,Rockland County,2004,Intercensal Population Estimate,297562
36089,St. Lawrence County,2004,Intercensal Population Estimate,111468
36091,Saratoga County,2004,Intercensal Population Estimate,211478
36093,Schenectady County,2004,Intercensal Population Estimate,148900
36095,Schoharie County,2004,Intercensal Population Estimate,32310
36097,Schuyler County,2004,Intercensal Population Estimate,19034
36099,Seneca County,2004,Intercensal Population Estimate,35312
36101,Steuben County,2004,Intercensal Population Estimate,98983
36103,Suffolk County,2004,Intercensal Population Estimate,1478215
36105,Sullivan County,2004,Intercensal Population Estimate,76265
36107,Tioga County,2004,Intercensal Population Estimate,51631
36109,Tompkins County,2004,Intercensal Population Estimate,99531
36111,Ulster County,2004,Intercensal Population Estimate,181847
36113,Warren County,2004,Intercensal Population Estimate,64576
36115,Washington County,2004,Intercensal Population Estimate,62278
36117,Wayne County,2004,Intercensal Population Estimate,93860
36119,Westchester County,2004,Intercensal Population Estimate,935457
36121,Wyoming County,2004,Intercensal Population Estimate,42852
36123,Yates County,2004,Intercensal Population Estimate,25008
36000,New York State,2003,Intercensal Population Estimate,19175939
36001,Albany County,2003,Intercensal Population Estimate,301085
36003,Allegany County,2003,Intercensal Population Estimate,50165
36005,Bronx County,2003,Intercensal Population Estimate,1362373
36007,Broome County,2003,Intercensal Population Estimate,201037
36009,Cattaraugus County,2003,Intercensal Population Estimate,83335
36011,Cayuga County,2003,Intercensal Population Estimate,81395
36013,Chautauqua County,2003,Intercensal Population Estimate,137587
36015,Chemung County,2003,Intercensal Population Estimate,90154
36017,Chenango County,2003,Intercensal Population Estimate,51393
36019,Clinton County,2003,Intercensal Population Estimate,81396
36021,Columbia County,2003,Intercensal Population Estimate,63304
36023,Cortland County,2003,Intercensal Population Estimate,49475
36025,Delaware County,2003,Intercensal Population Estimate,47930
36027,Dutchess County,2003,Intercensal Population Estimate,290781
36029,Erie County,2003,Intercensal Population Estimate,941846
36031,Essex County,2003,Intercensal Population Estimate,39334
36033,Franklin County,2003,Intercensal Population Estimate,51228
36035,Fulton County,2003,Intercensal Population Estimate,55081
36037,Genesee County,2003,Intercensal Population Estimate,60412
36039,Greene County,2003,Intercensal Population Estimate,48416
36041,Hamilton County,2003,Intercensal Population Estimate,5181
36043,Herkimer County,2003,Intercensal Population Estimate,64080
36045,Jefferson County,2003,Intercensal Population Estimate,110246
36047,Kings County,2003,Intercensal Population Estimate,2472999
36049,Lewis County,2003,Intercensal Population Estimate,26692
36051,Livingston County,2003,Intercensal Population Estimate,65130
36053,Madison County,2003,Intercensal Population Estimate,71010
36055,Monroe County,2003,Intercensal Population Estimate,741671
36057,Montgomery County,2003,Intercensal Population Estimate,49449
36059,Nassau County,2003,Intercensal Population Estimate,1339761
36061,New York County,2003,Intercensal Population Estimate,1562154
36063,Niagara County,2003,Intercensal Population Estimate,218072
36065,Oneida County,2003,Intercensal Population Estimate,234243
36067,Onondaga County,2003,Intercensal Population Estimate,460961
36069,Ontario County,2003,Intercensal Population Estimate,102625
36071,Orange County,2003,Intercensal Population Estimate,358727
36073,Orleans County,2003,Intercensal Population Estimate,43593
36075,Oswego County,2003,Intercensal Population Estimate,123120
36077,Otsego County,2003,Intercensal Population Estimate,62567
36079,Putnam County,2003,Intercensal Population Estimate,98964
36081,Queens County,2003,Intercensal Population Estimate,2214608
36083,Rensselaer County,2003,Intercensal Population Estimate,154201
36085,Richmond County,2003,Intercensal Population Estimate,455939
36087,Rockland County,2003,Intercensal Population Estimate,296224
36089,St. Lawrence County,2003,Intercensal Population Estimate,111329
36091,Saratoga County,2003,Intercensal Population Estimate,209410
36093,Schenectady County,2003,Intercensal Population Estimate,147891
36095,Schoharie County,2003,Intercensal Population Estimate,32032
36097,Schuyler County,2003,Intercensal Population Estimate,19151
36099,Seneca County,2003,Intercensal Population Estimate,35212
36101,Steuben County,2003,Intercensal Population Estimate,99191
36103,Suffolk County,2003,Intercensal Population Estimate,1470849
36105,Sullivan County,2003,Intercensal Population Estimate,75447
36107,Tioga County,2003,Intercensal Population Estimate,51895
36109,Tompkins County,2003,Intercensal Population Estimate,99049
36111,Ulster County,2003,Intercensal Population Estimate,180942
36113,Warren County,2003,Intercensal Population Estimate,64323
36115,Washington County,2003,Intercensal Population Estimate,61621
36117,Wayne County,2003,Intercensal Population Estimate,94001
36119,Westchester County,2003,Intercensal Population Estimate,935799
36121,Wyoming County,2003,Intercensal Population Estimate,42955
36123,Yates County,2003,Intercensal Population Estimate,24898
36000,New York State,2002,Intercensal Population Estimate,19137800
36001,Albany County,2002,Intercensal Population Estimate,298283
36003,Allegany County,2002,Intercensal Population Estimate,50014
36005,Bronx County,2002,Intercensal Population Estimate,1358739
36007,Broome County,2002,Intercensal Population Estimate,201438
36009,Cattaraugus County,2002,Intercensal Population Estimate,83301
36011,Cayuga County,2002,Intercensal Population Estimate,81401
36013,Chautauqua County,2002,Intercensal Population Estimate,138346
36015,Chemung County,2002,Intercensal Population Estimate,90613
36017,Chenango County,2002,Intercensal Population Estimate,51205
36019,Clinton County,2002,Intercensal Population Estimate,80707
36021,Columbia County,2002,Intercensal Population Estimate,63182
36023,Cortland County,2002,Intercensal Population Estimate,48891
36025,Delaware County,2002,Intercensal Population Estimate,47666
36027,Dutchess County,2002,Intercensal Population Estimate,287700
36029,Erie County,2002,Intercensal Population Estimate,943551
36031,Essex County,2002,Intercensal Population Estimate,39195
36033,Franklin County,2002,Intercensal Population Estimate,50924
36035,Fulton County,2002,Intercensal Population Estimate,54988
36037,Genesee County,2002,Intercensal Population Estimate,60289
36039,Greene County,2002,Intercensal Population Estimate,48177
36041,Hamilton County,2002,Intercensal Population Estimate,5232
36043,Herkimer County,2002,Intercensal Population Estimate,63971
36045,Jefferson County,2002,Intercensal Population Estimate,111112
36047,Kings County,2002,Intercensal Population Estimate,2480559
36049,Lewis County,2002,Intercensal Population Estimate,26618
36051,Livingston County,2002,Intercensal Population Estimate,65118
36053,Madison County,2002,Intercensal Population Estimate,70261
36055,Monroe County,2002,Intercensal Population Estimate,741391
36057,Montgomery County,2002,Intercensal Population Estimate,49298
36059,Nassau County,2002,Intercensal Population Estimate,1339572
36061,New York County,2002,Intercensal Population Estimate,1555382
36063,Niagara County,2002,Intercensal Population Estimate,218127
36065,Oneida County,2002,Intercensal Population Estimate,234078
36067,Onondaga County,2002,Intercensal Population Estimate,459484
36069,Ontario County,2002,Intercensal Population Estimate,101763
36071,Orange County,2002,Intercensal Population Estimate,352975
36073,Orleans County,2002,Intercensal Population Estimate,43660
36075,Oswego County,2002,Intercensal Population Estimate,122496
36077,Otsego County,2002,Intercensal Population Estimate,62093
36079,Putnam County,2002,Intercensal Population Estimate,98263
36081,Queens County,2002,Intercensal Population Estimate,2224507
36083,Rensselaer County,2002,Intercensal Population Estimate,153040
36085,Richmond County,2002,Intercensal Population Estimate,452813
36087,Rockland County,2002,Intercensal Population Estimate,293728
36089,St. Lawrence County,2002,Intercensal Population Estimate,111292
36091,Saratoga County,2002,Intercensal Population Estimate,206446
36093,Schenectady County,2002,Intercensal Population Estimate,147199
36095,Schoharie County,2002,Intercensal Population Estimate,31785
36097,Schuyler County,2002,Intercensal Population Estimate,19179
36099,Seneca County,2002,Intercensal Population Estimate,35046
36101,Steuben County,2002,Intercensal Population Estimate,99583
36103,Suffolk County,2002,Intercensal Population Estimate,1456745
36105,Sullivan County,2002,Intercensal Population Estimate,74452
36107,Tioga County,2002,Intercensal Population Estimate,51992
36109,Tompkins County,2002,Intercensal Population Estimate,98227
36111,Ulster County,2002,Intercensal Population Estimate,180128
36113,Warren County,2002,Intercensal Population Estimate,63774
36115,Washington County,2002,Intercensal Population Estimate,61152
36117,Wayne County,2002,Intercensal Population Estimate,93735
36119,Westchester County,2002,Intercensal Population Estimate,935219
36121,Wyoming County,2002,Intercensal Population Estimate,43007
36123,Yates County,2002,Intercensal Population Estimate,24688
36000,New York State,2001,Intercensal Population Estimate,19082838
36001,Albany County,2001,Intercensal Population Estimate,296232
36003,Allegany County,2001,Intercensal Population Estimate,50079
36005,Bronx County,2001,Intercensal Population Estimate,1346555
36007,Broome County,2001,Intercensal Population Estimate,200868
36009,Cattaraugus County,2001,Intercensal Population Estimate,83346
36011,Cayuga County,2001,Intercensal Population Estimate,81313
36013,Chautauqua County,2001,Intercensal Population Estimate,138730
36015,Chemung County,2001,Intercensal Population Estimate,90780
36017,Chenango County,2001,Intercensal Population Estimate,51109
36019,Clinton County,2001,Intercensal Population Estimate,80320
36021,Columbia County,2001,Intercensal Population Estimate,62953
36023,Cortland County,2001,Intercensal Population Estimate,48903
36025,Delaware County,2001,Intercensal Population Estimate,47771
36027,Dutchess County,2001,Intercensal Population Estimate,284712
36029,Erie County,2001,Intercensal Population Estimate,946515
36031,Essex County,2001,Intercensal Population Estimate,38893
36033,Franklin County,2001,Intercensal Population Estimate,50925
36035,Fulton County,2001,Intercensal Population Estimate,54904
36037,Genesee County,2001,Intercensal Population Estimate,60321
36039,Greene County,2001,Intercensal Population Estimate,47976
36041,Hamilton County,2001,Intercensal Population Estimate,5312
36043,Herkimer County,2001,Intercensal Population Estimate,64274
36045,Jefferson County,2001,Intercensal Population Estimate,111422
36047,Kings County,2001,Intercensal Population Estimate,2477252
36049,Lewis County,2001,Intercensal Population Estimate,26951
36051,Livingston County,2001,Intercensal Population Estimate,65088
36053,Madison County,2001,Intercensal Population Estimate,69852
36055,Monroe County,2001,Intercensal Population Estimate,739891
36057,Montgomery County,2001,Intercensal Population Estimate,49472
36059,Nassau County,2001,Intercensal Population Estimate,1337086
36061,New York County,2001,Intercensal Population Estimate,1555729
36063,Niagara County,2001,Intercensal Population Estimate,218552
36065,Oneida County,2001,Intercensal Population Estimate,234247
36067,Onondaga County,2001,Intercensal Population Estimate,458576
36069,Ontario County,2001,Intercensal Population Estimate,100819
36071,Orange County,2001,Intercensal Population Estimate,347674
36073,Orleans County,2001,Intercensal Population Estimate,43898
36075,Oswego County,2001,Intercensal Population Estimate,122269
36077,Otsego County,2001,Intercensal Population Estimate,61924
36079,Putnam County,2001,Intercensal Population Estimate,97055
36081,Queens County,2001,Intercensal Population Estimate,2231316
36083,Rensselaer County,2001,Intercensal Population Estimate,152700
36085,Richmond County,2001,Intercensal Population Estimate,448961
36087,Rockland County,2001,Intercensal Population Estimate,290613
36089,St. Lawrence County,2001,Intercensal Population Estimate,111497
36091,Saratoga County,2001,Intercensal Population Estimate,203974
36093,Schenectady County,2001,Intercensal Population Estimate,146334
36095,Schoharie County,2001,Intercensal Population Estimate,31794
36097,Schuyler County,2001,Intercensal Population Estimate,19175
36099,Seneca County,2001,Intercensal Population Estimate,34764
36101,Steuben County,2001,Intercensal Population Estimate,99216
36103,Suffolk County,2001,Intercensal Population Estimate,1442488
36105,Sullivan County,2001,Intercensal Population Estimate,74143
36107,Tioga County,2001,Intercensal Population Estimate,51712
36109,Tompkins County,2001,Intercensal Population Estimate,97458
36111,Ulster County,2001,Intercensal Population Estimate,178440
36113,Warren County,2001,Intercensal Population Estimate,63406
36115,Washington County,2001,Intercensal Population Estimate,61142
36117,Wayne County,2001,Intercensal Population Estimate,93794
36119,Westchester County,2001,Intercensal Population Estimate,931577
36121,Wyoming County,2001,Intercensal Population Estimate,43061
36123,Yates County,2001,Intercensal Population Estimate,24725
36000,New York State,2000,Census Base Population,18977026
36000,New York State,2000,Intercensal Population Estimate,19001780
36001,Albany County,2000,Census Base Population,294601
36001,Albany County,2000,Intercensal Population Estimate,295106
36003,Allegany County,2000,Intercensal Population Estimate,49819
36003,Allegany County,2000,Census Base Population,49881
36005,Bronx County,2000,Census Base Population,1332244
36005,Bronx County,2000,Intercensal Population Estimate,1334319
36007,Broome County,2000,Intercensal Population Estimate,200351
36007,Broome County,2000,Census Base Population,200415
36009,Cattaraugus County,2000,Census Base Population,83874
36009,Cattaraugus County,2000,Intercensal Population Estimate,83927
36011,Cayuga County,2000,Census Base Population,81910
36011,Cayuga County,2000,Intercensal Population Estimate,81871
36013,Chautauqua County,2000,Census Base Population,139698
36013,Chautauqua County,2000,Intercensal Population Estimate,139593
36015,Chemung County,2000,Intercensal Population Estimate,91094
36015,Chemung County,2000,Census Base Population,91119
36017,Chenango County,2000,Intercensal Population Estimate,51325
36017,Chenango County,2000,Census Base Population,51356
36019,Clinton County,2000,Intercensal Population Estimate,79891
36019,Clinton County,2000,Census Base Population,79882
36021,Columbia County,2000,Intercensal Population Estimate,63046
36021,Columbia County,2000,Census Base Population,63074
36023,Cortland County,2000,Census Base Population,48704
36023,Cortland County,2000,Intercensal Population Estimate,48693
36025,Delaware County,2000,Intercensal Population Estimate,47864
36025,Delaware County,2000,Census Base Population,47894
36027,Dutchess County,2000,Intercensal Population Estimate,280914
36027,Dutchess County,2000,Census Base Population,280032
36029,Erie County,2000,Intercensal Population Estimate,949440
36029,Erie County,2000,Census Base Population,950227
36031,Essex County,2000,Intercensal Population Estimate,38911
36031,Essex County,2000,Census Base Population,38893
36033,Franklin County,2000,Intercensal Population Estimate,51044
36033,Franklin County,2000,Census Base Population,51110
36035,Fulton County,2000,Census Base Population,55053
36035,Fulton County,2000,Intercensal Population Estimate,54976
36037,Genesee County,2000,Intercensal Population Estimate,60539
36037,Genesee County,2000,Census Base Population,60548
36039,Greene County,2000,Census Base Population,48021
36039,Greene County,2000,Intercensal Population Estimate,47986
36041,Hamilton County,2000,Intercensal Population Estimate,5377
36041,Hamilton County,2000,Census Base Population,5376
36043,Herkimer County,2000,Intercensal Population Estimate,64451
36043,Herkimer County,2000,Census Base Population,64502
36045,Jefferson County,2000,Census Base Population,111716
36045,Jefferson County,2000,Intercensal Population Estimate,111790
36047,Kings County,2000,Intercensal Population Estimate,2467006
36047,Kings County,2000,Census Base Population,2465689
36049,Lewis County,2000,Intercensal Population Estimate,26989
36049,Lewis County,2000,Census Base Population,26946
36051,Livingston County,2000,Intercensal Population Estimate,64705
36051,Livingston County,2000,Census Base Population,64631
36053,Madison County,2000,Census Base Population,69420
36053,Madison County,2000,Intercensal Population Estimate,69450
